600.000000  1.000000
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
-nan  -nan
